word,count
outperfom,1
"$400,",1
"h100,",1
"""""t"""".the",1
(rape,1
nanking),1
nanjing,1
negationist,1
higashinakano,1
defamed,1
shuqin,1
"xia,",1
nanking,1
magee.[...],1
"tranfer,",1
imagien,1
averge,1
archtop,1
find.just,1
mc-dg200,1
creolecalled,1
"english/creole""""and",1
diferent.,1
"forth.""",1
"birthchart,",1
birthchart.the,1
90's...,1
personnally..,1
adventures.----------and,1
any--was,1
wishing!,1
"""babyface",1
cranialfacial,1
family.there,1
"""""mystical",1
world.babyface,1
natanial,1
"""""handicap"""".",1
"ages.""",1
singdom,1
down-tempo,1
boring.you'll,1
70's(on,1
"fired,",1
scratch.my,1
lot.....sex,1
good....this,1
"better....wow,",1
"writing....seriously,",1
ago)....buy,1
artshop,1
paints..,1
xylophone,1
apart--the,1
bars.this,1
*dangerous*,1
buckson,1
25$,1
musiciani,1
die-hardfan,1
acoustic/electric,1
stringsis,1
windings,1
"combi,",1
reviews.my,1
off.update:,1
unreturned.,1
"snugride,",1
"droops,",1
rehit,1
"typing,",1
easily.this,1
misleading:,1
num,1
"register,",1
plug-n-plays,1
"howdy,i",1
running;,1
rags.,1
jacquard,1
6-pieces,1
"unraveled,",1
soft......but,1
it....sorry,1
it..but,1
frech,1
pretty...but,1
cloths.,1
reader.for,1
"gellhorn,",1
moorehead's,1
gellhorn:,1
"cargo,",1
refugees).,1
"okay,...what",1
diffuser.,1
work--the,1
"hairdryers,",1
hairthe,1
interior/universal,1
"brett,",1
"brett-time,",1
"weepin',",1
brett.,1
people...never,1
therole.,1
"""""charles",1
"milverton""""",1
"busy""""",1
"ended""""",1
incessantly.,1
fade.poor,1
signalpoor,1
designpoor,1
qualityminimum,1
featuresand,1
"contract.""",1
begin?i've,1
cingular.next,1
c1300..,1
hate..,1
mulitimedia,1
eqlivent,1
sort..,1
phone..,1
"""""all-in-all""""",1
"phone..""",1
confrim,1
carelessness.i,1
"""keys",1
rings/noises,1
time.lg,1
"better(""""red"""")",1
*dissapointed*.,1
*useless*,1
end.warning:,1
overnight..,1
issues.so,1
"""""pretended""""",1
3sec.,1
hindges,1
sqeak,1
absoutly,1
20sec,1
soaker.,1
hole...,1
lingo...,1
unbelievable!!!!,1
"""-i've",1
one.-it's,1
like)-i,1
(cingular)(i,1
nokia)-the,1
enough-the,1
worthless-the,1
reception.even,1
phone.....oh,1
gargled,1
ringtone....it,1
lg's,1
aboutits,1
week!!!,1
light-weight.,1
"nokias,",1
~84,1
degrees.while,1
"frying),",1
"""wouldn't",1
partners),1
"future.""""",1
on-the-cheap,1
(obvioiusly),1
me(with,1
patch)and,1
"snapshot,",1
"unstuck,",1
deathgrip,1
pentiums.,1
athlon.,1
intel.com,1
$140.00,1
products!!,1
smears.,1
madder.,1
arianna.,1
stassinopoulus/huffington's,1
"trough"""".",1
condenscending,1
idealogue,1
kame,1
"""huffington's",1
"trough""""",1
political/corporate,1
conrporations,1
inteersting,1
laws!,1
conscious?!?!,1
"anymore.""""""",1
this.....craig,1
heard...he's,1
craig...i,1
xoxo,1
given;,1
bibliolife)for,1
"published?""",1
is....books,1
well).this,1
vdm,1
so.if,1
days(but,1
bellamys,1
naivity,1
socialist/marxist,1
out-of-copyright,1
(public,1
kindle-compatible,1
mobipocket,1
easily-converted,1
$0.00,1
others.kindle,1
"and,honestly,",1
(113,1
america.i,1
1887,1
englander's,1
"better?""""all",1
'print,1
years(the,1
1887),1
"backward""""",1
"backward.""""",1
monopolists,1
"""""gilded",1
upheavals,1
haymarket,1
medica,1
"60's"""".it",1
liquidated,1
gauranteed.,1
bpi,1
everblue.,1
krigger,1
buildings.smart,1
"""takara",1
one-and-only,1
isn'tmore,1
known.takara,1
2004;,1
"""""eternity:",1
"takara""""",1
cyd,1
"charisse,",1
"reeve,",1
reno?,1
sherilyn,1
wolter?,1
jackee,1
harry??a,1
"""""teasers"""".",1
october?,1
portacrib.,1
"restored,i",1
madness!!!,1
pisser.,1
(bela,1
lugosi),1
vengeance!,1
laboratory.,1
"shrieking,",1
bats!,1
wanted)and,1
refund.don't,1
"time,order",1
else.no,1
money.t.a.h.,1
animals.robin,1
foxes.the,1
taxman,1
bear.so,1
mice.the,1
lion.you,1
idea.robin,1
himself!the,1
little.its,1
plus.the,1
entertained.some,1
"poor.but,wouldnt",1
rich.soon,1
"""oo-de-lally,this",1
"funny,has",1
fony,1
"england.""""",1
ha..ah,1
ha!!lol.,1
jelious,1
scrutiny...,1
menacing;,1
outwitted,1
nottingham,1
animal/human,1
fun.the,1
computer-esque,1
"1:33-1,",1
less!this,1
sees.,1
feelingit,1
sacharine.,1
daughter--,1
24-30.),1
"""""friendly""""",1
work...who,1
sentto,1
film....so,1
scratched!,1
over.would,1
robinhood,1
remembered:,1
intertaining!,1
marieen,1
movie.first:,1
to.second:,1
understand.third:,1
plank!,1
non-widescreen,1
"""""add""""",1
move!).,1
"so-so.""",1
verifying,1
this.robin,1
films?),1
"restoration.still,",1
2/5.,1
godsnet,1
hood?,1
beyblade..,1
italian!,1
('frank,1
herbert').,1
"techniques,it",1
'georg,1
trakl',1
ingeniuously,1
"creativity,on",1
"""""mirage""""",1
"tone-wise,",1
thomastik-infeld,1
thomstik-infeld,1
ghs,1
"thomastik-infelds,",1
toghter.,1
metheny.amiply,1
"metheny,",1
"offramp,",1
superstar.there,1
metheny.,1
berklee,1
"""""pups"""".as",1
itsan,1
though...).,1
8-)....you,1
metheny.btw.,1
abum,1
questions#answers,1
(metheny),1
"album"""";",1
holland/haynes,1
pastorius/moses.,1
moses!!!,1
defnitely,1
epitomised,1
"sysadmin,",1
fangled,1
qualitatively,1
approach.so,1
emphasises.,1
skillset,1
oes,1
leanings.,1
netware.,1
"netware,",1
career-wise.,1
undereye,1
"circles,it",1
myskin,1
skin..,1
purplish,1
money!!!!!!!!!!!!!!,1
roemer,1
associations.,1
contexts.,1
jews.some,1
members.the,1
"assimilated,",1
suggestions?slemaster@sprintmail.com,1
rechargeble,1
cards).,1
"nonsense),",1
aironet,1
seirra,1
aircard,1
mobile.while,1
heavy?,1
pccard,1
lookup.,1
"""""dried",1
(forgive,1
devol's,1
drizzling,1
embers.,1
captivates.,1
hyperbole?,1
"inescapable.""",1
"""""""terminal""""",1
disabuse.,1
runnnnn!,1
ways.much,1
"""""wrongly"""".",1
all-of-the-pieces-come-together,1
we?!),1
begginig,1
"screenwriter/director,",1
joins.,1
remark!,1
"magnolia),",1
"presidents,",1
"ceos,",1
"tycoons,",1
ties.the,1
fully-adult,1
stronger.rent,1
reluctanley,1
procedes,1
"bibb,",1
directings,1
soceities,1
lading,1
erceive,1
low-profile,1
inconceivably,1
getto,1
point...just,1
reallybad,1
ofyou,1
wierd),1
dis!!any,1
'ifound,1
"""""thelma",1
"louise""""",1
also.do,1
like..but,1
kow,1
jakcsons,1
"macnamera,",1
cless,1
"mandrake,",1
luke's,1
somethinng,1
"realizes,",1
wafer-thin,1
sympathise.avoid.,1
implausibilities,1
over-acting.but,1
intentions:,1
ifeel,1
.......but,1
home..........,1
extrodinarily,1
beginnng,1
enseñar,1
idioma,1
"facilidad,",1
facilmente.,1
asignment.,1
ccsf?,1
want.willis,1
zhoe,1
to!dee,1
decatur,1
"""""shoeless",1
sportswriter,1
stunts.the,1
"sox,",1
"catchers,",1
leaguer,1
tooke,1
summersaulted,1
later],1
[a]third,1
[unit].,1
:^)the,1
audivox,1
"rubberized,",1
fold-down,1
neighborhood.highly,1
great!.,1
aone,1
product!!!.,1
greate,1
"talkie,",1
kxtr320f,1
kx-tr320s.,1
warm?,1
good.i/we,1
ie-drop,1
"one.so,",1
frs.,1
hmmm...makes,1
product...and,1
recomendation?,1
"midland,",1
"""""fat""""",1
month?),1
wi's,1
upsize,1
repro'd,1
snapshot.i,1
made...so,1
booklet...in,1
mefistofele,1
screechy.,1
album.too,1
mono.unexcusable,1
period.after,1
centry.i,1
copy.i,1
address.the,1
cenat,1
1971.it,1
consentient,1
"exellent,",1
bamba;,1
shout;,1
respect/midnight,1
hour;,1
feelin'-,1
andré.,1
songs...the,1
sedar,1
sequence!!!!,1
photo/or,1
karaok,1
"viscerally,",1
"unfaithful,",1
mittenzwei,1
quickie).,1
"""heartbreaking",1
delineates,1
environmentalist--with,1
"highbrow,",1
_american,1
psycho_.,1
cheever,1
view:,1
seinfeld),1
unexceptional,1
one-trick-pony,1
world--the,1
drugstores,1
curse;,1
noun!,1
respite.,1
'probe,1
"ammusing,",1
serouis,1
cover.can't,1
be.yuck.,1
"tactful,",1
"alienated,",1
confessional;,1
orinally,1
automotive.,1
lienhardt's,1
dinka,1
paperbook,1
clarendon,1
(oxford,1
"press),",1
lienhardt,1
$95,1
linhardt's,1
indignity,1
grandpa.,1
syndrome!,1
ability/disability.,1
lessons--,1
seem;,1
lemonade;,1
typei,1
havehad,1
pts,1
necssarily,1
"""""juji""""",1
gather),1
type.you,1
pop-evolution,1
pop-science,1
"gould,dawkins,",1
margulis,1
discontinuites,1
"polyploid,",1
"archaebacterium,",1
"eubactierium,",1
karyotic,1
fissioning,1
12!).,1
diagram.,1
symbiosis,1
"selection""""",1
pseudoscientific.,1
margulis',1
mammal,1
linocut,1
work.john,1
read(throwing,1
"amusing),",1
absorb(the,1
giver).,1
reader(like,1
me)this,1
you....especialy,1
better...*stops,1
thinks*(possibly...not...)*sweet,1
drop*.,1
bad(you,1
yourself!!!*laughs,1
maliciously*,1
steinbeck's.,1
quasi-french,1
"amspacherb@pgcs.com,",1
milkshake--i,1
ca--i'd,1
"personaly,i",1
carectors,1
arond,1
nonsenes.,1
ca-,1
"comercialism,",1
"row""""is",1
inhabitat,1
"""""""cannery",1
monterey.,1
"""""interludes""""",1
stienback,1
behavoir.,1
"askew,",1
men)related,1
hayday.,1
foreshadowed.,1
isnts,1
(person),1
"wrath.""""",1
vii,1
odinary,1
immaginative.,1
chongs,1
him!this,1
steroids.the,1
powerful.this,1
magnificence),1
history/action,1
written...one,1
vacationed,1
nolte,1
wonrderful,1
people--people,1
suspenses,1
innerworkings,1
"high-value,",1
high-impact,1
machito,1
emigres,1
ellingtonian,1
"clave,",1
yorican,1
potencial'...la,1
qualita,1
terrible'!,1
money....or,1
amigo/a,1
boot!.i,1
"cross-training,",1
"purse,durable",1
joural.,1
degas,1
flandes,1
"macarena,",1
"""""bailing",1
man/private,1
import?this,1
"monsignors,",1
"bishops,",1
"guys"""")readily",1
represent;,1
reader-reviews,1
location!,1
perez-reverte,1
peeking!),1
"perez-reverte,",1
sequel?!,1
alatriste,1
follow-up.j.,1
"avellanet,",1
cerulean,1
"""perez-reverte",1
"seville,",1
reqired,1
"reverte,",1
labrythine,1
"(clearly,",1
them!).,1
"""""flander's",1
"dumas"""".",1
co-consipirators.,1
communion',1
facie,1
incompatible:,1
post-kantian.,1
"ostensibly,",1
"hacker,",1
"vespers,",1
incidental.,1
"maccarena,",1
funny-sad,1
"priamo,",1
perez-reverte.,1
enjoy--the,1
author--not,1
acton!,1
go.all,1
-are,1
logically-derived,1
"warned),",1
nun.,1
"tediuous,",1
"noncompelling,",1
plot/story,1
reverte's,1
percy's.,1
ex-bullfighters,1
intruiged,1
dunnit.i,1
raisedin,1
informationthat,1
americanviews.,1
photos/drawings,1
deal.barry,1
photography',1
greatly.i,1
"13""""x10""""",1
"buying.girldiver;)""",1
60s/70s/80s,1
alike:,1
familiar-yet-alien,1
plausible:,1
shortages;,1
"ultra-elite,",1
subsist,1
by-products;,1
guerrillas,1
"gro-lites,",1
visible.most,1
"std.,",1
convenience.definitely,1
durable;,1
(tried,1
unsolder,1
"bathtub,etc.",1
unsubstantiate,1
dynasty.for,1
"""tzu",1
hsi,1
thristy,1
"emporer""""",1
pu,1
yi.sterling,1
hsi.,1
futhermore,1
dowager.,1
lady',1
time.seagrave,1
mistrusts,1
ch'ing,1
legend',1
tz'u-hsi,1
backhouse,1
false:,1
ching-shan,1
dowager',1
'ironhat',1
clique.,1
barefaced,1
"ch'ing,",1
tz'u-hsi.,1
five-volume,1
'ch'ing-tai,1
t'ung-shih',1
hsiao,1
i-shan.,1
"gruesome.drought,",1
wouldn't?,1
"heart-stopping,",1
humans?),1
draught,1
bloodletting,1
balam?s,1
snitched,1
sacrifice?,1
jagaur,1
desriptive.,1
"mayas,",1
"jaguar""""",1
14-year-old,1
reserach,1
myan,1
sacraficing.,1
an...,1
"balam,",1
xibalba,1
underworld),1
sacrificed.,1
characteristics.there,1
balam;,1
rain.it,1
"2.5,",1
favorite(the,1
parts).heart,1
drout.,1
maize,1
balam?,1
goriness.,1
a14-year-old,1
stepmother.,1
"""""chacs""""",1
commends,1
fitand,1
returnif,1
escape-,1
inducing.the,1
"kuroiwa,",1
virtues;,1
"""""evil"""".",1
breaks),1
weatern,1
"horn""""",1
mcqueen),1
"""""""underrated""""",1
"panned--unfairly,",1
think--when,1
fiction.marlon,1
"well-plotted,",1
"""""regulators""""",1
corpses,1
time-------------------,1
-------------,1
noticeing,1
america!!!!!!,1
linear-thinkers,1
peckish,1
purists.,1
ices,1
williams....you,1
"""""streetcar""""",1
blanche.,1
rules...,1
deteriorates.,1
"echoes,",1
"""""""stella!""""",1
"leigh.sure,",1
down.......no,1
joke(i,1
"""william's",1
stanely's,1
"""""lady""""",1
desire_(required,1
englishthis,1
withlurid,1
textis,1
script--small,1
encredibly,1
none!!!!,1
tradegy,1
louisana,1
"s.n.d.,",1
"""...there's",1
"display"""";",1
other...1200,1
inter-active,1
dailys,1
sailors',1
expertise;,1
"captain"""".",1
"""""dense""""",1
bear?,1
"""""aubrey""""",1
"reading.still,",1
"1802-1804,",1
"commander.""""",1
class.excellent!!!,1
o'brien:damn,1
sir.,1
mss.,1
unresolved...a,1
"scrivening,",1
undersized,1
someplace),1
_out,1
silence_,1
uninstalled.,1
20/60,1
it.)she,1
her.if,1
"britax,",1
usa.not,1
"indormation,",1
"spec.,",1
cars.i,1
22lbs,1
front-facing,1
"(targets,",1
"walmarts,",1
babaysrus,1
(suggested,1
5-point,1
body/clothing,1
holder...i,1
off...maybe,1
"""""massage""""",1
listened...very,1
"(excellent),",1
brixton.,1
guys!!!!!,1
"clubbing,",1
schoolbooks,1
(march),1
area.if,1
calculations:,1
ptcb.,1
certication,1
calculutions,1
pharmacy-tech,1
impressed--neither,1
(ptce,1
ptce!,1
"self-study,",1
pages.),1
"""""lymond",1
"chronicles""""",1
horneblower,1
"""""atmosphere""""",1
"seamanship.""",1
else.having,1
"""""finish"""".if",1
peculiar...both,1
seagoing,1
"episodic,",1
"plot-driven,",1
polynesian,1
"on.""""""",1
naturalism.,1
pictures.well,1
"suave,",1
"point.however,",1
"digging,",1
technician),1
disposed.,1
installation!,1
"delirvery,",1
bad...so,1
pigtail,1
pigtail.,1
"""""anymore.""""",1
capo.,1
shubb,1
tune.the,1
234.6,1
first.using,1
"""nouwen's",1
emmaus,1
24:13-35).,1
"lack.""",1
shea's,1
shea.after,1
22-year,1
panek,1
"frankie,",1
past.there,1
matthews.,1
"bitch,",1
page.the,1
kooler.the,1
left-handers,1
"""""corrections",1
"clarifications""""",1
mistake-free,1
hours--,1
instructions:,1
problems.),1
test-crochet,1
book--finally,1
co-crocheters,1
patterns--and,1
"mis-printed,",1
erratas),1
wackier,1
encoraging.,1
from.however,1
flawed??,1
"increasing,",1
"decreasing,",1
chains---stuff,1
1this,1
crochet!very,1
crochet!i,1
thethings,1
crochers,1
idea'sand,1
"""""form""""",1
yarns.so,1
(vogue,1
chrochet,1
make-over.,1
errata:,1
(hooker),1
"jewlery,",1
instructions!!,1
stich,1
chaining.,1
crocheters.,1
diagrams!,1
bedfellow,1
"crocheter,",1
afghans.,1
debbie's,1
edging.,1
afghan.,1
crochet:,1
time!!!i've,1
flumoxed,1
loop?,1
crocheters!as,1
differences/advantages/disadvantages,1
kitschy,1
stylish!,1
mohair,1
"capelet,",1
(froufrou,1
grannysquare,1
"kitsch,",1
googly-eyed,1
dolls!,1
beginner),1
vampy,1
ruffle/ripple).the,1
squares).even,1
crocheters,1
fbb.,1
one...overall,1
charley's,1
radha's,1
himself.her,1
inconsistencies:,1
radha,1
inconsistencies!!,1
"presumptuous,misleading,and",1
"bias,in",1
view!the,1
"krishnamurti,and",1
rajagol's,1
luytens.they,1
rosaland,1
raja.,1
sloss.,1
lutyens,1
"""""krishnamurti",1
"rajagopals.""""",1
"is!...""",1
break!had,1
fervor.why,1
faith?i,1
about!i,1
organized.there,1
adutilities,1
practial.there,1
sprit,1
danceable...,1
stormlord,1
gutteral,1
shrieks.,1
"gene,however,",1
"""""olympian""""",1
theirs.the,1
use.be,1
pendants.,1
chain/necklace,1
lightweight...,1
on.highly,1
deceivingly,1
delicate-looking,1
light-,1
heavy-,1
"butte,",1
butte,1
dallas's,1
"""""buster""""",1
dallas',1
schubert.they,1
ones.these,1
shorter.but,1
srill,1
bargains.,1
britax,1
disentegrating,1
"except""""",1
exam),1
conceptual).,1
answere,1
$15.languedoc,1
"""""cloak",1
madaline,1
willow.,1
"""""duet""""?",1
money....dj,1
danse,1
orientale,1
objectively.,1
-jj-,1
love.harris,1
witticism's,1
rankled,1
trivialize,1
"bosie,(wilde's",1
"""""lover"""")",1
bosie's,1
marquiss,1
quennsbury,1
log.harris,1
zauberflotes,1
recording...i,1
himself...everything,1
mind-blowing!,1
night-edda,1
moser!!!,1
marriner's,1
book/cd,1
dvd-on-demand,1
(pca,1
confidential).they,1
"josh,",1
skipped).but,1
zoey's,1
jamie-lynn,1
fan>,1
"""""desolation",1
"island.""""",1
treason's,1
naturalist/spy,1
malta.,1
landlubber,1
o'brians,1
fan/critics,1
stealthily,1
a-square,1
ballistics.,1
results.thes,1
whitetail,1
well-ella,1
"fitagerald,",1
"merrill,",1
simone-the,1
timelessness,1
music-i,1
album-definantly,1
"""""'swonderful.""""",1
starflyer,1
tideous,1
video!),1
abated.,1
third.the,1
chase.i,1
procedure.silly,1
"""surprisingly,",1
(morbid,1
"radulfus,",1
ludel,1
him.king,1
plans.richard,1
hermit,1
confessor.,1
radulfus,1
dales.nash,1
1041,1
benetictine,1
"cadfael,",1
"bones"""".""",1
life.jane,1
tokyo;,1
treatd,1
izze,1
crakced,1
lightly!!!!,1
"""""cigar",1
"dossier"""".",1
cheapen,1
cigars.,1
information!this,1
"(""""bridge",1
"sighs"""")",1
pattison,1
scotsman,1
rea),1
hooked.this,1
twists.his,1
me.from,1
rocks.this,1
dated.if,1
vocalist...hendrix,1
jammin',1
guys(like,1
marino)who,1
testical,1
fortatude,1
"hendrix,lol.",1
harum's,1
guitarist.but,1
harum.they,1
psychedelic.trower,1
floyd.perhaps,1
developed/more,1
understatement!,1
rock/guitar,1
"sighs""""",1
rt's,1
swirly,1
univibe,1
playing...well,1
know....great,1
sporn,1
rids,1
branson,1
folk/bluegrass,1
tyminski's,1
mandolin.it,1
thile's,1
blugrass.o',1
kershaw's,1
gospel).,1
'f'.,1
"it,so",1
should.it's,1
egg(he,1
"time),and",1
haches,1
adventures.so,1
complaints.i'm,1
solembum,1
angela-character,1
wise-,1
adventure...it,1
merlin(the,1
"""""stymied'",1
annoying.so,1
conveniences;,1
"fledging,",1
penmanship(sword),1
with.all,1
"purpose...""""hey",1
"criticisim,",1
biginner,1
'know-it-alls',1
downfall?,1
"i.q.,",1
paitence.,1
knopf.the,1
created.and,1
thousand-something,1
it?allusions,1
"bridgekeepers,",1
skewered,1
crow!face,1
published.the,1
"""""aragorn""""",1
"riders""""",1
"""""dragonlance""""",1
tolkien...,1
(orcs),1
(riders,1
"swordmanship),",1
galatic,1
"varden...but,",1
old...but,1
mimickry,1
inconvinient,1
"downable,",1
"""""criticisms""""",1
empethise,1
ext.,1
he-,1
bartimaeus,1
"(angela,",1
werecat),1
nop,1
wars).,1
"shadowfax,",1
fansasy,1
"now,...all",1
"books,none",1
wings...,1
"eragon""""",1
"heck"""".",1
write!regardless,1
"ideas.okay,",1
angelou's,1
leeway.,1
13.i,1
"""""novel"""".""",1
idaes,1
monochromatic,1
"ever-breathless,",1
semi-falsetto,1
"quietly.""""what",1
"reading?""""",1
"curiously.""""eragon",1
"bookshops,",1
ivy...,1
18.to,1
wuzzz,1
more!!!!,1
christopher!,1
him.but,1
well.ayra:arweneragon:,1
/too/,1
obvious.and,1
gandalf.the,1
unoriganal,1
fourty!,1
"stereotypcial,",1
closing:down,1
butits,1
"uncle/aunt,",1
"elrond.instead,",1
thing)more,1
posses.,1
uruk-hai,1
tolkiens',1
brialliant,1
"beowulf"""".",1
eng.erragon,1
christoher,1
universe.this,1
family.that,1
stuggling,1
watever.,1
"majic,",1
blink!),1
aragorn/eragorn.)i,1
rather...,1
"honnestly,",1
editing.anyway.,1
henceforth.,1
"tiresome,pathetic",1
liveup,1
"though,but",1
(stolen?),1
junkpile,1
"""firts",1
waldenbooks.,1
eddings',1
"belgariad""""",1
*enough*--i,1
hero-kid,1
elven-type,1
fantacy...,1
started.as,1
"""""derivative""""",1
forever.what,1
sensce,1
ythat,1
disiked,1
else.if,1
argee,1
languishing,1
coming...or,1
101:,1
therinsford.,1
book's),1
tooken,1
fantasy/science,1
little.no,1
"mess.eragon,",1
disbarred,1
marshmallows.,1
"rearranging,",1
name...those,1
"insomnia"""".it's",1
"(way,",1
aragon,1
"simak,",1
dragons=,1
borrowings,1
afterwards...he,1
snicket.,1
"ken,",1
"understatement,",1
earnestness.,1
amalgation,1
"thither,",1
"profundity,",1
intelligence--let,1
thought.eragon,1
"harship,",1
hard-won,1
sassiness,1
trilogy.in,1
written.sit,1
"judge),",1
country-side!,1
"(chris,",1
partial-differential-equation-solving-in-your-,1
prodigy),1
(unknowingly),1
properly).i,1
fantasy.end,1
personality!!!,1
wherther,1
definitlely,1
now.)but,1
orc-like,1
uruk-hai:,1
"faster,stronger,",1
mooshed,1
review-readers,1
/strangely/,1
vonder,1
'wand'?,1
thrysta,1
thrust...,1
arget,1
silver?,1
argentium.,1
cp.and,1
"starwars,",1
money!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
influenece,1
elf).,1
yourself...you'll,1
inmensly.,1
dashed.,1
stories--mainly,1
saphira?,1
travelogue.,1
"mckinley,",1
rank--but,1
unabashadly,1
tolkien--watch,1
plot.one,1
here.recommended,1
"younger),",1
tolkien.bottom,1
'a-work-of-fantasy-written-by-a-fifteen-year-old'.,1
hooked.there,1
times.of,1
"""""stealing""""",1
"tolkien.""",1
(aragorn?),1
oned,1
lavishly.the,1
post-harry,1
aboy,1
'atmosphere',1
comprehensive;,1
ingredients;,1
fantasies:,1
times.paolini's,1
rotten;,1
knopf,1
dhal.,1
hercules-like,1
goodluck.,1
5&6,1
"hawksong,",1
atwater-rhodes.,1
heart.thank,1
"technicallities,",1
hach,1
hached.,1
egg!,1
own.it,1
continuing!,1
0-13,1
(assured,1
severely),1
(????),1
more...subtley.but,1
predicdtable.,1
elf.,1
prattchet,1
stereo-typical,1
sphira.there,1
exciting.that,1
threefold...first,1
starsmiddle,1
starslast,1
starsit,1
blane,1
persevered,1
better!the,1
priority.i,1
because.....,1
beastly!!!,1
suspence!,1
questions!!!,1
grader....,1
it!!!sb,1
fantasy.-n.h.,1
"""""dragonriders",1
"pern"""".",1
reader-base,1
kiddies--this,1
vunrable,1
nowing,1
"eg.frodo,eragon.and",1
same.also,1
razac,1
ringwraiths,1
hooded.he,1
"out,that",1
editors',1
"""""promising",1
tronjeihm),1
iout,1
nevef,1
stated.also,1
smal,1
complicsted,1
definition.in,1
hardcovers,1
pacd.,1
withim,1
sentanes.,1
depth.eragon,1
behaviors.i,1
editing.as,1
impressive;,1
plagurized,1
doesn't?!,1
rings!!!,1
"this.""""...and",1
cauldron,1
"furnost,",1
"melian,",1
"see!fornost,",1
melian,1
"maia,",1
harad!!!,1
ignorent,1
bother...-lord,1
iluvatar,1
ambarenya,1
earendil,1
comics.how,1
take?,1
quit?,1
triteness.,1
story--he,1
borrws,1
magic-wielding,1
paolino,1
"dramatically,",1
books)!,1
"16-year-old?!""""",1
it.eventually,1
sword.i,1
murtagh's,1
"lisle,",1
eoin,1
colfer.,1
lacerated,1
age...and,1
jordan.psst!,1
"shamed,",1
devices:voila!,1
aragorn....er,1
all-time!but,1
itsucked.,1
well.urkels!!!!!!,1
d'n'dcrap.,1
urkel.,1
"hp.""""",1
thatstuff,1
"""""dragons",1
"elves""""",1
acknowlegements,1
"cooper),",1
invesitgate,1
iv?,1
quized,1
v!!,1
"plagiarist.""",1
medieval-magic-epic,1
trod,1
master's.here,1
story:don't,1
overthink,1
inconsistancies.,1
elfs.i,1
",eldest,",1
arch-types.,1
prepared!,1
"armor""""",1
"write.eragon,",1
garrow,1
rumble.,1
tragedy.the,1
cusp,1
"job"""".""",1
inspirated,1
example.eragon/luke,1
skywalkerbrom/obi,1
waneragons,1
lukes,1
lightsaber)eragon,1
farm/luke,1
farmeragons,1
burns/lukes,1
(attacked)eragon,1
leia!in,1
paoloni,1
is.....but,1
overanalyzing,1
therteen,1
paolinis.,1
cusin.,1
whent,1
rock.further,1
owsome,1
"beowulf.""""",1
tokien,1
goodkind.,1
apostraphes,1
exotic!!),1
firebreathing,1
18?,1
at?the,1
voraciousness,1
stunning-,1
sapphira,1
beckoning,1
fantasy...of,1
497-page-long,1
novels...they're,1
cliches!,1
/lamps/!,1
'ancient,1
language',1
furby!,1
"everything-swordfighting,",1
magic-he,1
attempts!,1
"tokien,",1
lucas!haste,1
crap![...],1
14-year,1
vaccum...,1
fantasy.when,1
evaporate.,1
tyranncial,1
dethrone,1
alageasia...this,1
woohooo!!!,1
"bravura,",1
(impressive,1
"salvatore,",1
young(i'm,1
competant,1
else!!!!!!,1
"magics,",1
"""""""derivative""""",1
"possibility,",1
"fame.perhaps,",1
ploting,1
lessee,1
*read,1
rip-offs!!!!,1
blood.do,1
book--under,1
urgals.,1
arwen!,1
reviewed:,1
teens?),1
details.if,1
starwars/lotr/belgarion/elenium/dragon,1
riders/,1
well...i'm,1
eragon.why,1
semi-known,1
"story...),",1
etc.maybe,1
writer...now,1
teenager---i'd,1
d+d,1
eragon!!!,1
exciring,1
alagasia,1
shoulders™copyright,1
reader!!,1
quadrilogy,1
fablehaven,1
mull,1
leven,1
obert,1
skye.,1
bookworm(so,1
"it,of",1
liturature.,1
gilead:,1
tower???,1
stanek.,1
comeoout.,1
short.read,1
paolini!this,1
"excessively,",1
unmistakable.,1
"dwarves,elves,",1
dragons.this,1
step.on,1
well.paolini,1
magic.he,1
names.eragon,1
plains.,1
"home,it",1
dragon.then,1
up.his,1
"ra'zac,eragon",1
rider.buy,1
inheritaqnce,1
"soon.eragon,",1
withh,1
fantasy/adventure,1
ais,1
injoyed,1
304.,1
"minutes.""""[",1
wait..,1
time...page,1
411.,1
"ajihad:""""indeed",1
overrated),1
"paperbag,",1
capossere's,1
17-year-old.,1
"back-and-forth,",1
capossere,1
"better.still,",1
(15)!,1
(key,1
sorta).,1
"""""subconsious""""don't",1
"old!!!!!!!""",1
angelas',1
"oromis,",1
carvahall,1
za'roc.,1
razaac,1
eragon.good,1
"*choughchough*,",1
please!p.s.,1
gooooood!!!!!!!!!!!!!!!!!!!!!!!!!,1
pailioni,1
paolumini,1
twinkly,1
glitery,1
paompelini,1
plumpuli,1
paelimei,1
fooey!,1
poalinis,1
storybook.,1
palolina,1
"""amazing?",1
incredibble,1
ahhh...to,1
"bright-eyed,",1
through--i,1
novels....it,1
"""alas,",1
"""""eregon""""",1
`rock',1
kingdom.eragon,1
allegaisia,1
pleeeeeeeease,1
helpful!i,1
repost,1
earagon,1
createrues,1
telepathicaly.,1
whle,1
mcaffrey,1
mimicry.,1
"""""owned",1
"company.""""",1
crap.all,1
eragon.the,1
"spine"""".",1
"enemies.""",1
christoper,1
